ID,Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket
4422,26,Viridian City,Low,Elite Trainer,Dark,84,0,DuskBall,74,2,False,Aggressive,12,False,86536,True,
4423,13,Fuchsia City,Middle,Gym Leader Assistant,Grass,62,0,DarkBall,33,6,False,Defensive,23,True,98679,False,
4424,37,Celadon City,Middle,Nurse,Ground,46,0,NetBall,59,1,False,Defensive,17,False,138500,False,
4425,65,Viridian City,Middle,Breeder,Steel,16,0,DarkBall,39,3,False,Defensive,16,False,8312,True,
4426,27,Lavender Town,Middle,Nurse,Psychic,69,0,DuskBall,79,1,False,Unpredictable,22,False,390,True,
4427,32,Cerulean City,Middle,PokéMart Seller,Grass,40,0,UltraBall,44,3,False,Defensive,15,False,21129,True,
4428,36,Saffron City,Low,Champion,Flying,61,0,GreatBall,40,3,False,Unpredictable,6,False,62673,True,
4429,48,Vermilion City,Low,Underground Battler,Bug,7,0,PokéBall,48,4,False,Defensive,7,False,67935,True,
4430,42,Cerulean City,Middle,Daycare Worker,Bug,61,0,DuskBall,44,4,False,Defensive,20,False,22260,True,
4431,26,Viridian City,Low,Breeder,Normal,5,0,DuskBall,70,4,False,Defensive,6,False,8399,True,
4432,19,Viridian City,High,Biker,Poison,22,0,LuxuryBall,70,4,False,Unpredictable,9,False,19136,True,
4433,25,Cinnabar Island,Middle,Daycare Worker,Poison,19,0,DarkBall,63,5,False,Aggressive,0,False,74156,True,
4434,45,Saffron City,High,Rocket Grunt,Fire,86,0,PokéBall,55,1,False,Unpredictable,18,False,43747,True,
4435,57,Pallet Town,Low,PokéMart Seller,Water,20,0,TimerBall,28,5,False,Aggressive,0,False,76718,True,
4436,23,Cinnabar Island,Middle,Black Market Dealer,Electric,91,0,TimerBall,76,2,False,Aggressive,0,False,18268,True,
4437,26,Viridian City,Middle,Elite Trainer,Flying,53,0,UltraBall,54,1,False,Unpredictable,14,False,23547,True,
4438,21,Celadon City,Low,Fisherman,Dark,80,0,NetBall,70,3,False,Defensive,7,False,1222,True,
4439,12,Celadon City,Middle,Scientist,Fighting,77,0,UltraBall,41,0,False,Aggressive,18,False,389677,False,
4440,69,Fuchsia City,Middle,Fisherman,Dark,68,0,DuskBall,77,2,False,Aggressive,6,False,87744,True,
4441,28,Vermilion City,Middle,Champion,Poison,58,0,MasterBall,78,1,False,Defensive,7,False,28636,True,
4442,70,Pewter City,High,PokéMart Seller,Ghost,78,0,TimerBall,67,0,False,Unpredictable,22,False,7794,True,
4443,18,Fuchsia City,Middle,Black Market Dealer,Dark,19,0,LuxuryBall,62,0,False,Defensive,21,False,251051,True,
4444,44,Viridian City,Low,Gym Leader Assistant,Dragon,9,0,DuskBall,66,0,False,Aggressive,20,False,43876,True,
4445,44,Fuchsia City,Low,Daycare Worker,Rock,75,0,LuxuryBall,36,1,False,Defensive,8,False,63466,True,
4446,63,Cerulean City,Low,Police Officer,Ice,19,0,LuxuryBall,84,3,False,Defensive,11,False,68856,True,
4447,27,Celadon City,Middle,Daycare Worker,Fighting,54,0,DarkBall,64,5,False,Unpredictable,3,False,24903,True,
4448,62,Viridian City,Middle,PokéMart Seller,Dragon,7,0,NetBall,59,0,False,Defensive,6,False,49771,True,
4449,15,Cerulean City,Low,Fisherman,Grass,72,0,HealBall,80,0,False,Unpredictable,1,False,69860,True,
4450,63,Lavender Town,Middle,Nurse,Grass,93,0,TimerBall,47,5,False,Unpredictable,18,False,89379,True,
4451,32,Viridian City,Middle,Fisherman,Dragon,80,0,UltraBall,80,0,False,Aggressive,16,False,39862,True,
4452,48,Pewter City,High,Scientist,Water,32,0,NetBall,50,1,False,Unpredictable,8,False,30393,True,
4453,38,Fuchsia City,Low,Gym Leader Assistant,Flying,86,0,DuskBall,71,2,False,Unpredictable,3,False,78305,True,
4454,61,Lavender Town,Middle,Nurse,Water,39,0,PokéBall,60,3,False,Unpredictable,25,False,34488,True,
4455,45,Celadon City,Middle,Fisherman,Water,31,0,MasterBall,80,3,False,Aggressive,23,False,58792,True,
4456,19,Vermilion City,Low,Nurse,Ghost,38,0,PokéBall,48,0,False,Unpredictable,10,False,192890,False,
4457,19,Cerulean City,Low,Breeder,Ice,7,0,GreatBall,70,0,False,Unpredictable,20,False,50995,True,
4458,19,Cinnabar Island,High,Gym Leader Assistant,Flying,24,0,GreatBall,78,0,False,Defensive,14,False,38639,True,
4459,24,Lavender Town,Low,Scientist,Normal,53,0,MasterBall,65,2,False,Aggressive,3,False,25041,True,
4460,33,Celadon City,Middle,Rocket Grunt,Fairy,22,0,GreatBall,44,2,False,Unpredictable,0,False,35750,True,
4461,32,Pallet Town,Low,Black Market Dealer,Poison,95,0,DuskBall,32,1,False,Unpredictable,12,False,46463,True,
4462,17,Pallet Town,Low,Scientist,Flying,41,0,MasterBall,32,3,False,Aggressive,16,False,20211,True,
4463,26,Celadon City,Middle,Scientist,Fire,32,0,TimerBall,80,0,False,Unpredictable,20,False,73256,True,
4464,14,Cerulean City,Middle,Biker,Dragon,89,0,DuskBall,27,3,False,Aggressive,25,False,18595,True,
4465,61,Cerulean City,Middle,Researcher,Poison,89,0,GreatBall,23,8,False,Defensive,23,False,13783,True,
4466,39,Pallet Town,Low,Champion,Fighting,67,0,DarkBall,66,5,False,Defensive,9,False,8089,True,
4467,58,Cerulean City,Middle,Police Officer,Fire,32,0,GreatBall,24,3,False,Aggressive,4,False,23162,True,
4468,49,Viridian City,Middle,Police Officer,Steel,28,0,HealBall,27,0,False,Unpredictable,7,False,9679,True,
4469,63,Viridian City,Low,Breeder,Poison,11,0,MasterBall,28,2,False,Aggressive,15,False,89709,True,
4470,29,Cerulean City,Middle,Rocket Grunt,Electric,12,0,GreatBall,41,0,False,Aggressive,12,False,2309,True,
4471,34,Saffron City,Middle,Casino Worker,Normal,47,0,PokéBall,67,1,False,Defensive,22,False,51935,True,
4472,24,Pewter City,Middle,Elite Trainer,Normal,77,0,PokéBall,72,2,False,Aggressive,15,False,85272,True,
4473,45,Pallet Town,Low,Police Officer,Fairy,75,0,MasterBall,34,3,False,Aggressive,1,False,70003,True,
4474,57,Pallet Town,Middle,Elite Trainer,Psychic,86,0,LuxuryBall,38,7,False,Defensive,13,False,83961,True,
4475,18,Saffron City,Middle,Police Officer,Bug,53,0,NetBall,42,6,False,Aggressive,10,False,96006,True,
4476,50,Cerulean City,Middle,Gym Leader Assistant,Steel,97,0,DuskBall,48,1,False,Unpredictable,10,False,77526,True,
4477,63,Fuchsia City,Middle,Champion,Ghost,45,0,TimerBall,78,2,False,Defensive,2,False,26193,True,
4478,65,Pallet Town,Middle,Gym Leader Assistant,Rock,17,0,UltraBall,79,1,False,Aggressive,7,False,75388,True,
4479,13,Lavender Town,Low,Researcher,Ice,13,0,DuskBall,43,2,False,Aggressive,22,False,78076,True,
4480,10,Celadon City,Low,Researcher,Bug,84,0,DarkBall,47,3,False,Aggressive,24,False,71926,True,
4481,32,Saffron City,Middle,Gym Leader Assistant,Poison,25,0,TimerBall,35,7,False,Aggressive,22,False,69407,True,
4482,43,Fuchsia City,Low,Breeder,Dark,72,0,LuxuryBall,49,1,False,Defensive,3,False,79706,True,
4483,37,Celadon City,Low,Daycare Worker,Ghost,6,0,PokéBall,64,2,False,Defensive,24,False,89101,True,
4484,53,Lavender Town,Middle,Champion,Normal,42,0,GreatBall,47,1,False,Aggressive,21,False,65783,True,
4485,55,Vermilion City,High,Biker,Fairy,31,0,TimerBall,24,3,False,Defensive,10,False,65570,True,
4486,55,Saffron City,Middle,Nurse,Normal,34,0,DuskBall,30,1,False,Unpredictable,15,False,38629,True,
4487,67,Pewter City,High,Gym Leader Assistant,Rock,18,0,UltraBall,77,5,False,Defensive,14,False,24146,True,
4488,52,Lavender Town,Low,Elite Trainer,Flying,69,0,LuxuryBall,55,2,False,Defensive,20,False,21561,True,
4489,44,Saffron City,Low,Breeder,Grass,70,0,MasterBall,76,3,False,Defensive,4,False,3627,True,
4490,21,Cerulean City,Low,Rocket Grunt,Fire,31,0,DuskBall,69,2,False,Aggressive,22,False,830,True,
4491,44,Lavender Town,Low,Nurse,Normal,45,0,DuskBall,61,1,False,Unpredictable,10,False,6644,True,
4492,22,Fuchsia City,Middle,Gym Leader Assistant,Water,80,0,TimerBall,23,1,False,Aggressive,14,False,99869,True,
4493,26,Cerulean City,Middle,PokéMart Seller,Ground,89,0,NetBall,72,5,False,Defensive,17,False,97509,True,
4494,48,Lavender Town,Middle,Rocket Grunt,Normal,60,1,UltraBall,34,1,False,Unpredictable,13,False,287137,True,
4495,34,Viridian City,Middle,Daycare Worker,Bug,63,0,NetBall,49,1,False,Unpredictable,15,False,53831,True,
4496,24,Lavender Town,Low,Scientist,Electric,52,0,MasterBall,73,2,False,Aggressive,5,False,67168,True,
4497,65,Celadon City,Low,Scientist,Ice,66,0,DuskBall,30,1,False,Unpredictable,19,False,61490,True,
4498,33,Pallet Town,Middle,Gym Leader Assistant,Dragon,91,0,DuskBall,31,3,False,Unpredictable,0,False,1063,True,
4499,62,Viridian City,Middle,Biker,Ice,34,0,MasterBall,62,0,False,Aggressive,1,False,2094,True,
4500,59,Saffron City,Low,Daycare Worker,Dark,77,0,UltraBall,82,1,False,Unpredictable,5,False,93087,True,
4501,27,Cinnabar Island,High,Daycare Worker,Ground,72,0,DarkBall,57,5,False,Defensive,3,False,44523,True,
4502,13,Pewter City,Middle,Casino Worker,Flying,30,0,NetBall,60,3,False,Defensive,0,False,11504,True,
4503,31,Fuchsia City,Middle,Rocket Grunt,Grass,10,0,HealBall,21,1,False,Defensive,12,False,21431,True,
4504,14,Cinnabar Island,Low,Nurse,Ground,66,0,PokéBall,49,0,False,Defensive,19,False,33321,True,
4505,31,Viridian City,Middle,Casino Worker,Flying,50,0,DarkBall,33,4,False,Aggressive,6,False,20506,True,
4506,37,Celadon City,Middle,Black Market Dealer,Grass,72,0,UltraBall,67,0,False,Aggressive,21,False,88487,True,
4507,34,Cerulean City,Low,Scientist,Ghost,89,0,NetBall,57,0,False,Aggressive,19,False,26173,True,
4508,11,Saffron City,Middle,Nurse,Flying,98,1,NetBall,38,1,False,Unpredictable,16,False,318802,True,
4509,70,Pallet Town,Middle,Casino Worker,Dark,31,0,LuxuryBall,26,5,False,Unpredictable,16,False,38729,True,
4510,12,Pallet Town,Low,Champion,Fairy,84,0,UltraBall,36,1,False,Unpredictable,5,False,26525,True,
4511,58,Cerulean City,High,Underground Battler,Grass,68,0,HealBall,47,0,False,Aggressive,7,False,399007,False,
4512,40,Fuchsia City,Low,Biker,Ghost,17,0,PokéBall,59,1,False,Unpredictable,5,False,9927,True,
4513,53,Viridian City,Low,Rocket Grunt,Dark,38,0,NetBall,79,5,False,Unpredictable,6,False,37727,True,
4514,19,Viridian City,Low,Fisherman,Rock,38,0,NetBall,48,3,False,Unpredictable,13,False,97747,True,
4515,70,Fuchsia City,Low,Gym Leader Assistant,Dark,48,0,LuxuryBall,66,1,False,Aggressive,25,False,24342,True,
4516,36,Celadon City,Middle,Daycare Worker,Fairy,68,0,UltraBall,45,4,False,Unpredictable,13,False,81301,True,
4517,36,Pallet Town,Low,Rocket Grunt,Dark,97,0,HealBall,64,1,False,Unpredictable,3,False,35071,True,
4518,17,Viridian City,High,Underground Battler,Bug,68,0,UltraBall,66,0,False,Aggressive,19,False,10007,True,
4519,66,Pallet Town,Middle,Scientist,Grass,28,0,HealBall,32,0,False,Aggressive,15,False,42044,True,
4520,56,Cinnabar Island,Middle,Fisherman,Poison,31,0,HealBall,67,6,False,Defensive,14,False,69990,True,
4521,45,Lavender Town,Middle,Elite Trainer,Fighting,85,0,NetBall,37,1,False,Unpredictable,20,False,29070,True,
4522,22,Lavender Town,Middle,Gym Leader Assistant,Bug,87,0,LuxuryBall,43,3,False,Defensive,11,False,68,True,
4523,55,Celadon City,Low,Fisherman,Bug,35,0,TimerBall,59,0,False,Aggressive,7,False,90115,True,
4524,38,Cerulean City,Middle,Gym Leader Assistant,Poison,16,0,MasterBall,67,0,False,Aggressive,12,True,118110,True,
4525,10,Pallet Town,Middle,Elite Trainer,Water,81,0,UltraBall,57,0,False,Aggressive,10,False,8746,True,
4526,22,Saffron City,Middle,Elite Trainer,Water,33,0,UltraBall,73,5,False,Aggressive,24,False,64532,True,
4527,39,Pallet Town,Middle,Scientist,Fighting,18,0,TimerBall,74,2,False,Unpredictable,3,False,66739,True,
4528,53,Pewter City,Low,Gym Leader Assistant,Grass,35,0,PokéBall,34,3,False,Defensive,24,False,62815,True,
4529,21,Cinnabar Island,Middle,Scientist,Grass,8,0,UltraBall,35,1,False,Defensive,22,True,291254,False,
4530,66,Viridian City,Low,Casino Worker,Dragon,51,0,DarkBall,27,0,False,Unpredictable,14,False,70929,True,
4531,14,Lavender Town,Middle,Scientist,Dark,29,0,UltraBall,61,1,False,Defensive,5,False,96762,True,
4532,65,Saffron City,High,Police Officer,Bug,92,0,UltraBall,72,6,False,Aggressive,13,False,56142,True,
4533,27,Pewter City,Middle,Biker,Electric,95,0,LuxuryBall,72,5,False,Unpredictable,22,False,55019,True,
4534,15,Celadon City,Middle,Fisherman,Psychic,24,0,DarkBall,36,1,False,Defensive,1,False,49349,True,
4535,58,Pewter City,Middle,Police Officer,Dragon,48,0,GreatBall,66,5,False,Aggressive,9,False,48294,True,
4536,15,Fuchsia City,Middle,Champion,Fairy,9,0,HealBall,74,5,False,Unpredictable,22,False,18530,True,
4537,45,Cinnabar Island,Middle,Daycare Worker,Fairy,43,0,HealBall,51,2,False,Defensive,7,False,26075,True,
4538,33,Celadon City,Low,Gym Leader Assistant,Bug,69,0,GreatBall,48,0,False,Defensive,3,False,86658,True,
4539,47,Vermilion City,Low,Gym Leader Assistant,Normal,87,0,MasterBall,70,3,False,Unpredictable,7,False,9093,True,
4540,37,Pallet Town,Middle,Elite Trainer,Ghost,64,0,GreatBall,23,3,False,Defensive,15,False,77962,True,
4541,34,Lavender Town,Middle,Elite Trainer,Fairy,46,0,MasterBall,45,4,False,Defensive,9,False,37937,True,
4542,51,Cerulean City,Middle,Police Officer,Bug,25,0,HealBall,33,2,False,Unpredictable,22,False,52228,True,
4543,30,Cerulean City,Low,Biker,Fairy,66,0,DarkBall,82,3,False,Aggressive,8,False,32342,True,
4544,35,Vermilion City,Middle,Underground Battler,Poison,72,0,MasterBall,20,5,False,Aggressive,2,False,21204,True,
4545,41,Viridian City,Middle,Fisherman,Flying,73,0,LuxuryBall,29,0,False,Aggressive,10,False,92163,True,
4546,55,Cerulean City,Low,Elite Trainer,Water,37,0,MasterBall,74,3,False,Unpredictable,6,False,82083,True,
4547,21,Pewter City,Middle,Breeder,Fighting,17,0,DarkBall,44,3,False,Defensive,11,False,98866,True,
4548,25,Vermilion City,High,Black Market Dealer,Dark,53,0,HealBall,56,3,False,Unpredictable,15,False,12799,True,
4549,14,Lavender Town,Low,Black Market Dealer,Rock,24,0,PokéBall,76,4,False,Unpredictable,1,False,48019,True,
4550,38,Celadon City,Middle,Nurse,Dark,29,0,PokéBall,45,1,False,Aggressive,25,False,5262,True,
4551,17,Saffron City,Middle,PokéMart Seller,Fighting,67,0,PokéBall,65,0,False,Defensive,6,False,17636,True,
4552,21,Vermilion City,Middle,Nurse,Dark,76,0,PokéBall,79,2,False,Unpredictable,11,False,176331,False,
4553,57,Pewter City,Middle,Casino Worker,Flying,35,0,TimerBall,78,0,False,Aggressive,13,False,59566,True,
4554,26,Celadon City,Middle,Breeder,Ground,62,0,UltraBall,71,1,False,Unpredictable,5,False,99388,True,
4555,20,Cerulean City,High,Researcher,Poison,7,0,MasterBall,43,0,False,Defensive,17,False,28215,True,
4556,43,Pallet Town,High,Casino Worker,Fire,46,0,DuskBall,49,1,False,Unpredictable,6,True,342021,True,
4557,58,Saffron City,Low,Black Market Dealer,Dragon,65,0,TimerBall,72,4,False,Aggressive,19,False,93507,True,
4558,67,Lavender Town,Low,Black Market Dealer,Ground,11,0,LuxuryBall,44,0,False,Aggressive,10,False,4997,True,
4559,68,Vermilion City,Middle,Scientist,Poison,22,0,UltraBall,77,5,False,Aggressive,10,False,75848,True,
4560,10,Cerulean City,Low,Biker,Fighting,70,0,TimerBall,42,4,False,Unpredictable,10,False,127,True,
4561,35,Cerulean City,Low,Breeder,Dragon,90,1,NetBall,73,2,False,Aggressive,22,False,243428,True,
4562,14,Cinnabar Island,High,Nurse,Grass,62,0,MasterBall,76,4,False,Aggressive,13,False,93058,True,
4563,14,Cerulean City,Low,Gym Leader Assistant,Fire,6,0,GreatBall,63,6,False,Aggressive,22,False,18137,True,
4564,28,Fuchsia City,Middle,PokéMart Seller,Dragon,22,0,UltraBall,50,4,False,Aggressive,17,False,89654,True,
4565,62,Pallet Town,Low,Biker,Water,32,1,DuskBall,85,5,False,Aggressive,24,False,308280,True,
4566,33,Fuchsia City,Middle,Researcher,Fairy,60,0,DarkBall,59,0,False,Unpredictable,5,False,49338,True,
4567,11,Celadon City,Middle,PokéMart Seller,Ground,81,0,LuxuryBall,26,4,False,Aggressive,12,False,44043,True,
4568,35,Pallet Town,Low,Fisherman,Poison,44,0,NetBall,62,1,False,Aggressive,22,False,15957,True,
4569,30,Cerulean City,Low,Biker,Water,44,0,TimerBall,63,0,False,Defensive,6,False,14581,True,
4570,46,Fuchsia City,Middle,Nurse,Fire,70,0,GreatBall,24,3,False,Unpredictable,8,False,44174,True,
4571,49,Pallet Town,Low,Researcher,Rock,48,1,MasterBall,76,1,False,Defensive,8,False,88132,False,
4572,37,Cinnabar Island,High,Champion,Poison,69,1,HealBall,87,3,False,Unpredictable,21,False,203304,False,
4573,32,Lavender Town,Middle,Elite Trainer,Rock,13,0,DarkBall,27,3,False,Defensive,9,False,40344,True,
4574,60,Cinnabar Island,Middle,Champion,Fairy,63,0,NetBall,78,0,False,Aggressive,16,False,41700,True,
4575,18,Fuchsia City,High,Champion,Ghost,9,0,DarkBall,50,5,False,Defensive,15,False,90756,True,
4576,47,Cinnabar Island,Middle,Police Officer,Fairy,28,0,TimerBall,68,5,False,Aggressive,18,False,78540,True,
4577,39,Vermilion City,Middle,PokéMart Seller,Bug,10,0,DuskBall,28,4,False,Unpredictable,21,False,39661,True,
4578,68,Lavender Town,High,Gym Leader Assistant,Poison,71,1,GreatBall,32,1,False,Unpredictable,16,False,35084,False,
4579,46,Vermilion City,Middle,Underground Battler,Ghost,48,0,PokéBall,37,5,False,Aggressive,21,False,362448,False,
4580,63,Cinnabar Island,Low,Gym Leader Assistant,Fairy,5,0,UltraBall,55,4,False,Defensive,8,False,30161,True,
4581,65,Viridian City,Low,Breeder,Fire,41,0,HealBall,37,1,False,Defensive,20,False,30072,True,
4582,13,Viridian City,Middle,Champion,Ice,7,0,GreatBall,50,3,False,Unpredictable,23,False,30234,True,
4583,21,Pallet Town,Middle,Breeder,Flying,61,0,DuskBall,58,3,False,Aggressive,19,False,95170,True,
4584,22,Saffron City,Low,Rocket Grunt,Water,19,0,TimerBall,26,3,False,Aggressive,18,False,32141,True,
4585,64,Cerulean City,Low,PokéMart Seller,Grass,43,1,PokéBall,40,2,False,Defensive,30,False,46642,False,
4586,61,Pallet Town,Low,Scientist,Ice,44,0,DuskBall,72,0,False,Unpredictable,14,False,14890,True,
4587,66,Vermilion City,Middle,Champion,Bug,22,0,TimerBall,73,1,False,Unpredictable,14,False,3033,True,
4588,28,Pallet Town,Low,Scientist,Rock,17,0,DuskBall,41,0,False,Aggressive,9,False,57539,True,
4589,51,Saffron City,Low,Daycare Worker,Ghost,47,0,MasterBall,78,0,False,Unpredictable,23,False,42555,True,
4590,37,Cinnabar Island,Middle,Champion,Poison,81,0,PokéBall,49,1,False,Unpredictable,21,False,32145,True,
4591,37,Pallet Town,Middle,Underground Battler,Dark,51,0,MasterBall,33,4,False,Defensive,3,True,288649,False,
4592,31,Pewter City,High,Daycare Worker,Rock,50,0,HealBall,77,6,False,Unpredictable,8,False,35045,True,
4593,61,Cinnabar Island,Low,Fisherman,Fire,46,0,LuxuryBall,85,3,False,Unpredictable,9,False,54490,True,
4594,65,Lavender Town,Low,Black Market Dealer,Electric,59,0,DuskBall,84,7,False,Unpredictable,22,False,97617,True,
4595,31,Celadon City,Middle,Gym Leader Assistant,Dark,13,0,MasterBall,47,3,False,Aggressive,12,False,69532,True,
4596,60,Lavender Town,Middle,PokéMart Seller,Ice,22,0,GreatBall,49,1,False,Defensive,13,False,92229,True,
4597,16,Pewter City,Middle,Casino Worker,Fighting,54,0,HealBall,61,0,False,Aggressive,15,False,75049,True,
4598,34,Saffron City,Middle,Underground Battler,Ice,77,1,LuxuryBall,54,2,True,Defensive,9,True,75334,False,
4599,68,Vermilion City,Middle,Daycare Worker,Normal,56,0,PokéBall,70,3,False,Aggressive,2,False,84353,True,
4600,38,Pewter City,High,Daycare Worker,Fighting,90,0,LuxuryBall,37,0,False,Unpredictable,24,False,92929,True,
4601,32,Celadon City,Low,Biker,Grass,26,0,DarkBall,57,2,True,Unpredictable,16,True,305630,False,
4602,15,Vermilion City,Middle,Breeder,Rock,31,0,DuskBall,44,4,False,Aggressive,12,False,55883,True,
4603,53,Fuchsia City,Middle,Casino Worker,Dark,20,0,HealBall,63,2,False,Defensive,1,False,81113,True,
4604,24,Vermilion City,Middle,Breeder,Water,64,0,TimerBall,34,0,False,Defensive,7,False,57434,True,
4605,30,Vermilion City,Low,Scientist,Steel,68,0,MasterBall,41,5,False,Defensive,25,False,27337,True,
4606,49,Cinnabar Island,Low,Casino Worker,Psychic,72,0,DarkBall,35,2,False,Defensive,24,False,6932,True,
4607,47,Celadon City,Low,PokéMart Seller,Psychic,93,0,NetBall,79,8,False,Aggressive,20,False,28837,True,
4608,50,Cinnabar Island,Low,Daycare Worker,Electric,37,0,LuxuryBall,37,0,False,Aggressive,8,False,3347,True,
4609,57,Cinnabar Island,Low,Elite Trainer,Fairy,83,0,LuxuryBall,83,4,False,Aggressive,10,False,19728,True,
4610,58,Pallet Town,Middle,Daycare Worker,Bug,70,0,UltraBall,66,0,False,Aggressive,2,False,46593,True,
4611,16,Viridian City,Middle,Elite Trainer,Dragon,93,0,NetBall,78,1,False,Aggressive,5,False,76737,True,
4612,33,Pewter City,Middle,Biker,Dragon,75,0,GreatBall,61,1,False,Aggressive,15,False,38123,True,
4613,25,Saffron City,Low,Black Market Dealer,Steel,20,0,UltraBall,44,1,False,Unpredictable,17,False,69878,True,
4614,53,Viridian City,Middle,Breeder,Psychic,47,1,GreatBall,31,2,False,Defensive,17,True,331958,True,
4615,58,Pewter City,Middle,Police Officer,Poison,68,0,PokéBall,84,3,False,Aggressive,15,False,21068,True,
4616,39,Lavender Town,High,Rocket Grunt,Psychic,18,0,DarkBall,42,1,False,Aggressive,19,False,42965,True,
4617,31,Saffron City,Middle,Researcher,Fighting,31,0,PokéBall,43,0,False,Aggressive,18,False,36530,True,
4618,29,Lavender Town,Low,Casino Worker,Fire,41,0,DarkBall,66,0,False,Defensive,21,False,21866,True,
4619,28,Cinnabar Island,Middle,Daycare Worker,Fighting,38,0,DarkBall,76,6,False,Unpredictable,22,False,81486,True,
4620,51,Vermilion City,Low,Casino Worker,Poison,40,0,GreatBall,52,0,False,Aggressive,7,False,52457,True,
4621,16,Pewter City,Middle,PokéMart Seller,Electric,47,0,MasterBall,69,0,False,Defensive,0,False,53084,True,
4622,31,Celadon City,Middle,PokéMart Seller,Flying,38,0,MasterBall,32,5,False,Defensive,18,False,42907,True,
4623,20,Viridian City,Middle,Casino Worker,Ground,62,0,TimerBall,28,4,False,Defensive,11,False,39973,True,
4624,28,Pallet Town,Middle,Casino Worker,Psychic,23,0,NetBall,55,4,False,Unpredictable,13,False,72843,True,
4625,57,Cinnabar Island,Middle,Police Officer,Psychic,64,0,LuxuryBall,58,4,False,Aggressive,20,False,2229,True,
4626,41,Saffron City,Middle,Daycare Worker,Ghost,86,0,HealBall,65,0,False,Defensive,16,False,95113,True,
4627,53,Fuchsia City,Middle,Breeder,Fire,17,0,GreatBall,78,6,False,Unpredictable,11,False,23525,True,
4628,12,Pallet Town,Low,Researcher,Bug,6,0,DarkBall,37,4,False,Unpredictable,0,False,70749,True,
4629,12,Viridian City,Low,Casino Worker,Steel,38,0,DarkBall,26,1,False,Unpredictable,1,False,13451,True,
4630,19,Pallet Town,Low,Scientist,Ice,64,0,GreatBall,39,0,False,Aggressive,7,False,12004,True,
4631,49,Cerulean City,High,Black Market Dealer,Grass,6,0,DuskBall,66,2,False,Defensive,12,False,38195,True,
4632,42,Saffron City,Middle,Scientist,Fairy,28,0,LuxuryBall,57,6,False,Aggressive,10,False,18242,True,
4633,42,Vermilion City,Middle,Biker,Ice,38,0,UltraBall,22,7,False,Unpredictable,18,False,94195,True,
4634,25,Cerulean City,High,Fisherman,Ghost,37,0,PokéBall,46,5,False,Defensive,23,False,11172,True,
4635,36,Vermilion City,Middle,Casino Worker,Dark,6,0,TimerBall,85,3,False,Aggressive,16,False,80735,True,
4636,47,Lavender Town,Middle,Black Market Dealer,Grass,51,0,UltraBall,50,1,False,Unpredictable,20,False,44152,True,
4637,51,Pallet Town,Low,Daycare Worker,Water,43,0,MasterBall,56,4,False,Unpredictable,13,False,97741,True,
4638,15,Saffron City,Low,PokéMart Seller,Electric,61,0,HealBall,69,0,False,Aggressive,5,False,40258,True,
4639,48,Lavender Town,Low,Fisherman,Fighting,77,0,NetBall,27,2,False,Defensive,9,False,78758,True,
4640,32,Viridian City,High,Researcher,Steel,59,0,PokéBall,70,6,False,Defensive,22,False,11183,True,
4641,25,Saffron City,Low,Nurse,Dragon,43,0,MasterBall,67,0,False,Unpredictable,23,False,67308,True,
4642,57,Pallet Town,Low,Daycare Worker,Fairy,87,0,GreatBall,62,2,False,Unpredictable,4,True,15468,False,
4643,13,Pewter City,Middle,Breeder,Rock,18,0,TimerBall,83,1,False,Defensive,13,False,16314,True,
4644,16,Fuchsia City,Middle,Nurse,Water,44,0,TimerBall,26,1,False,Defensive,5,False,998,True,
4645,38,Pallet Town,Middle,Elite Trainer,Water,58,0,NetBall,35,1,False,Aggressive,5,False,74304,True,
4646,64,Celadon City,High,Elite Trainer,Electric,25,0,DuskBall,84,0,False,Defensive,25,False,10371,True,
4647,27,Cinnabar Island,Middle,Scientist,Water,50,0,HealBall,27,3,False,Aggressive,24,False,13163,True,
4648,23,Cinnabar Island,High,PokéMart Seller,Water,92,0,DuskBall,67,4,False,Unpredictable,12,False,23441,True,
4649,23,Saffron City,Middle,Rocket Grunt,Grass,61,0,NetBall,44,3,False,Defensive,22,False,27105,True,
4650,49,Celadon City,Low,Nurse,Dark,64,0,PokéBall,61,3,False,Aggressive,3,False,7883,True,
4651,55,Saffron City,Middle,Rocket Grunt,Dragon,25,0,PokéBall,63,0,False,Unpredictable,6,False,86782,True,
4652,54,Cinnabar Island,Low,Fisherman,Ice,65,0,GreatBall,79,5,False,Aggressive,17,False,89561,True,
4653,58,Cerulean City,High,Gym Leader Assistant,Dark,57,0,UltraBall,62,0,False,Defensive,15,False,60219,True,
4654,21,Cinnabar Island,Low,Researcher,Fire,72,0,PokéBall,67,3,False,Defensive,13,False,88526,True,
4655,50,Pallet Town,Low,Champion,Dragon,75,0,NetBall,74,3,False,Aggressive,2,False,37792,True,
4656,63,Saffron City,Middle,Underground Battler,Water,51,0,PokéBall,32,6,False,Aggressive,10,False,97187,True,
4657,30,Saffron City,Middle,Elite Trainer,Flying,6,0,MasterBall,21,1,False,Aggressive,22,False,80391,True,
4658,35,Lavender Town,Middle,PokéMart Seller,Ghost,83,0,GreatBall,64,0,False,Aggressive,10,False,4019,True,
